,uid,issue,pull,push,star,repo,name,year,quarter,norm_issue,norm_pull,norm_push,norm_star,norm_use
1183,Makefile__2016__2,2232.0,3368.0,15559.0,3520.0,0.0,Makefile,2016,2,0.006426923973981324,0.010381092110616578,0.011385864375101992,0.0034496343583582095,0.007910878704514526
1184,VimL__2016__2,1976.0,0.0,4098.0,12590.0,0.0,VimL,2016,2,0.005689785740406405,0.0,0.0029988606085974657,0.01233832288969598,0.005256742309674963
1185,F#__2016__2,1642.0,1916.0,9010.0,1773.0,0.0,F#,2016,2,0.0047280507012891285,0.005905633160315131,0.006593395335154506,0.0017375573060707684,0.004741159125707384
1186,Matlab__2016__2,1594.0,661.0,12134.0,2383.0,0.0,Matlab,2016,2,0.004589837282493831,0.0020373817948686336,0.008879496004080441,0.002335363260218072,0.0044605195854152445
1187,Visual Basic__2016__2,1180.0,2516.0,8225.0,652.0,0.0,Visual Basic,2016,2,0.003397746545384392,0.007754996362919035,0.006018943022380223,0.0006389663641049865,0.004452663073697159
1188,Dart__2016__2,1177.0,2652.0,7076.0,1203.0,0.0,Dart,2016,2,0.0033891082067096854,0.008174185355509253,0.0051781204652112415,0.0011789517423593538,0.004480091442447383
1189,Haxe__2016__2,1129.0,666.0,3060.0,887.0,0.0,Haxe,2016,2,0.0032508947879143885,0.0020527931548903326,0.0022392663402411527,0.0008692686579158328,0.0021030557352404266
1190,PLpgSQL__2016__2,1122.0,610.0,5283.0,656.0,0.0,PLpgSQL,2016,2,0.003230738664340074,0.0018801859226473018,0.0038660274756516376,0.0006428864031485754,0.0024049596164468974
1191,Elm__2016__2,1055.0,711.0,4158.0,2433.0,0.0,Elm,2016,2,0.0030378157672716383,0.0021914953950856256,0.0030427677917394488,0.0023843637482629325,0.002664110675589911
1192,QML__2016__2,831.0,397.0,2830.0,664.0,0.0,QML,2016,2,0.0023928198128935845,0.001223661985722916,0.0020709554715302165,0.0006507264812357531,0.0015845409378456177
1193,SQF__2016__2,814.0,388.0,2731.0,135.0,0.0,SQF,2016,2,0.00234386922707025,0.0011959215376838575,0.001998508619345944,0.0001323013177211245,0.0014176501754552939
1194,ActionScript__2016__2,731.0,209.0,1909.0,990.0,0.0,ActionScript,2016,2,0.002104875190403382,0.0006441948489070263,0.0013969802103007715,0.0009702096632882464,0.0012790649782248565
1195,Web Ontology Language__2016__2,730.0,0.0,0.0,212.0,0.0,Web Ontology Language,2016,2,0.0021019957441784794,0.0,0.0,0.00020776206931021033,0.0005774394533721724
1196,Smalltalk__2016__2,719.0,482.0,2979.0,119.0,0.0,Smalltalk,2016,2,0.002070321835704557,0.0014856551060918024,0.0021799916429994753,0.00011662116154676901,0.0014631474365856508
1197,XSLT__2016__2,666.0,545.0,3374.0,2204.0,0.0,XSLT,2016,2,0.00191771118578475,0.0016798382423652122,0.002469047265350866,0.0021599415130174695,0.0020566345516295744
1198,Vala__2016__2,653.0,237.0,2690.0,745.0,0.0,Vala,2016,2,0.0018802783848610235,0.0007304984650285418,0.001968505377532255,0.0007301072718684279,0.001327347374822562
1199,Pascal__2016__2,649.0,354.0,3892.0,1116.0,0.0,Pascal,2016,2,0.0018687605999614155,0.001091124289536303,0.0028481126131433224,0.0010936908931612958,0.0017254220989505842
1200,Arduino__2016__2,637.0,386.0,7681.0,1364.0,0.0,Arduino,2016,2,0.001834207245262591,0.0011897569936751779,0.005620851228559574,0.0013367333138638061,0.0024953871953402873
1201,FORTRAN__2016__2,606.0,0.0,1494.0,700.0,0.0,FORTRAN,2016,2,0.0017449444122906283,0.0,0.0010932888602353864,0.000686006832628053,0.0008810600262885169
1202,Puppet__2016__2,575.0,2308.0,7431.0,674.0,0.0,Puppet,2016,2,0.0016556815793186655,0.007113883786016348,0.005437904632134643,0.0006605265788447253,0.0037169991440785953
1203,CMake__2016__2,569.0,909.0,5945.0,830.0,0.0,CMake,2016,2,0.0016384049019692532,0.0028017852519449135,0.004350470062984854,0.0008134081015446913,0.0024010170796109277
1204,D__2016__2,566.0,456.0,3812.0,910.0,0.0,D,2016,2,0.0016297665632945472,0.0014055160339789667,0.0027895697022873446,0.0008918088824164689,0.001679165295494332
1205,Ceylon__2016__2,503.0,0.0,0.0,0.0,0.0,Ceylon,2016,2,0.0014483614511257195,0.0,0.0,0.0,0.00036209036278142987
1206,Objective-C++__2016__2,488.0,638.0,1524.0,4055.0,0.0,Objective-C++,2016,2,0.001405169757752189,0.0019664895387688174,0.0011152424518063781,0.003973939580438221,0.0021152103321914013
1207,Red__2016__2,465.0,0.0,0.0,100.0,0.0,Red,2016,2,0.0013389424945794426,0.0,0.0,9.800097608972185e-05,0.0003592358676672911
1208,Scheme__2016__2,446.0,205.0,3503.0,3472.0,0.0,Scheme,2016,2,0.001284233016306304,0.000631865760889667,0.00256344770910613,0.003402593889835143,0.001970535094034311
1209,Perl6__2016__2,438.0,0.0,0.0,196.0,0.0,Perl6,2016,2,0.0012611974465070877,0.0,0.0,0.00019208191313585483,0.00036331983991073566
1210,PureScript__2016__2,424.0,627.0,2132.0,539.0,0.0,PureScript,2016,2,0.0012208851993584593,0.001932584546721079,0.0015601685743118097,0.0005282252611236008,0.001310465895378737
1211,SourcePawn__2016__2,418.0,353.0,2046.0,145.0,0.0,SourcePawn,2016,2,0.0012036085220090472,0.001088042017531963,0.0014972349451416336,0.00014210141533009668,0.0009827467250031851
1212,Assembly__2016__2,416.0,0.0,5945.0,1800.0,0.0,Assembly,2016,2,0.0011978496295592432,0.0,0.004350470062984854,0.0017640175696149933,0.0018280843155397725
1213,Common Lisp__2016__2,414.0,300.0,3768.0,1936.0,0.0,Common Lisp,2016,2,0.001192090737109439,0.0009246816013019517,0.002757371101316557,0.0018972988970970151,0.0016928605842062407
1214,Groff__2016__2,406.0,0.0,1977.0,350.0,0.0,Groff,2016,2,0.001169055167310223,0.0,0.0014467416845283527,0.0003430034163140265,0.0007397000670381505
1215,PLSQL__2016__2,383.0,298.0,1571.0,417.0,0.0,PLSQL,2016,2,0.0011028279041374763,0.000918517057293272,0.001149636411934265,0.0004086640702941401,0.0008949113609147884
1216,Apex__2016__2,352.0,254.0,1417.0,302.0,0.0,Apex,2016,2,0.0010135650711655135,0.0007828970891023191,0.0010369413085365077,0.00029596294779096,0.0007823416041488251
1217,Nginx__2016__2,341.0,0.0,0.0,733.0,0.0,Nginx,2016,2,0.0009818911626915912,0.0,0.0,0.0007183471547376612,0.0004250595793573131
1218,Tcl__2016__2,339.0,468.0,2095.0,203.0,0.0,Tcl,2016,2,0.0009761322702417871,0.0014425032980310446,0.00153309247804092,0.00019894198146213536,0.0010376675069439718
1219,Vue__2016__2,338.0,653.0,6559.0,2803.0,0.0,Vue,2016,2,0.0009732528240168851,0.002012723618833915,0.004799786903804484,0.0027469673597949034,0.0026331826766125468
1220,KiCad__2016__2,318.0,0.0,1374.0,616.0,0.0,KiCad,2016,2,0.0009156638995188445,0.0,0.0010054744939514196,0.0006036860127126866,0.0006312061015457377
1221,1C Enterprise__2016__2,310.0,0.0,0.0,113.0,0.0,1C Enterprise,2016,2,0.0008926283297196284,0.0,0.0,0.0001107411029813857,0.0002508423581752535
1222,Crystal__2016__2,304.0,388.0,2213.0,1324.0,0.0,Crystal,2016,2,0.0008753516523702161,0.0011959215376838575,0.0016194432715534873,0.0012975329234279174,0.0012470623462588694
1223,GAP__2016__2,299.0,273.0,0.0,0.0,0.0,GAP,2016,2,0.000860954421245706,0.000841460257184776,0.0,0.0,0.00042560366960762053
1224,SAS__2016__2,297.0,0.0,0.0,0.0,0.0,SAS,2016,2,0.0008551955287959019,0.0,0.0,0.0,0.00021379888219897548
1225,Eagle__2016__2,285.0,0.0,3811.0,1381.0,0.0,Eagle,2016,2,0.0008206421740970777,0.0,0.002788837915901645,0.0013533934797990588,0.0012407183924494454
1226,Batchfile__2016__2,283.0,448.0,3687.0,618.0,0.0,Batchfile,2016,2,0.0008148832816472736,0.0013808578579442479,0.002698096404074879,0.0006056460322344811,0.0013748708939752205
1227,GDScript__2016__2,265.0,0.0,0.0,271.0,0.0,GDScript,2016,2,0.0007630532495990372,0.0,0.0,0.0002655826452031462,0.0002571589737005458
1228,Cuda__2016__2,256.0,0.0,0.0,645.0,0.0,Cuda,2016,2,0.0007371382335749189,0.0,0.0,0.000632106295778706,0.0003423111323384062
1229,AutoHotkey__2016__2,251.0,0.0,1318.0,628.0,0.0,AutoHotkey,2016,2,0.0007227410024504087,0.0,0.0009644944563522352,0.0006154461298434532,0.0005756703971615243
1230,OpenEdge ABL__2016__2,230.0,0.0,0.0,128.0,0.0,OpenEdge ABL,2016,2,0.0006622726317274662,0.0,0.0,0.00012544124939484398,0.00019692847028057755
1231,ApacheConf__2016__2,218.0,0.0,2502.0,1908.0,0.0,ApacheConf,2016,2,0.0006277192770286419,0.0,0.0018309295370207074,0.001869858623791893,0.0010821268594603107
1232,Processing__2016__2,215.0,0.0,2977.0,403.0,0.0,Processing,2016,2,0.0006190809383539357,0.0,0.002178528070228076,0.00039494393364157906,0.0007981382355558976
1233,Racket__2016__2,209.0,0.0,1581.0,260.0,0.0,Racket,2016,2,0.0006018042610045236,0.0,0.0011569542757912624,0.0002548025378332768,0.0005033902686572657
1234,Xtend__2016__2,205.0,0.0,0.0,0.0,0.0,Xtend,2016,2,0.0005902864761049155,0.0,0.0,0.0,0.00014757161902622886
1235,ABAP__2016__2,195.0,0.0,0.0,0.0,0.0,ABAP,2016,2,0.0005614920138558952,0.0,0.0,0.0,0.0001403730034639738
1236,ColdFusion__2016__2,186.0,352.0,1419.0,124.0,0.0,ColdFusion,2016,2,0.000535576997831777,0.0010849597455276233,0.0010384048813079072,0.0001215212103512551,0.0006951157087546405
1237,Standard ML__2016__2,185.0,0.0,0.0,360.0,0.0,Standard ML,2016,2,0.0005326975516068749,0.0,0.0,0.00035280351392299867,0.00022137526638246838
1238,HCL__2016__2,184.0,590.0,1499.0,467.0,0.0,HCL,2016,2,0.0005298181053819729,0.001818540482560505,0.001096947792163885,0.00045766455833900105,0.0009757427346113409
1239,Cucumber__2016__2,174.0,0.0,0.0,194.0,0.0,Cucumber,2016,2,0.0005010236431329527,0.0,0.0,0.0001901218936140604,0.00017278638418675326
1240,Prolog__2016__2,168.0,244.0,2136.0,131.0,0.0,Prolog,2016,2,0.0004837469657835405,0.0007520743690589207,0.0015630957198546087,0.00012838127867753564,0.0007318245833436514
1241,Logos__2016__2,166.0,0.0,0.0,101.0,0.0,Logos,2016,2,0.0004779880733337365,0.0,0.0,9.898098585061907e-05,0.00014424226479608888
1242,Protocol Buffer__2016__2,161.0,222.0,0.0,370.0,0.0,Protocol Buffer,2016,2,0.00046359084220922635,0.0006842643849634442,0.0,0.00036260361153197087,0.00037761470967616036
1243,PAWN__2016__2,159.0,0.0,0.0,0.0,0.0,PAWN,2016,2,0.0004578319497594223,0.0,0.0,0.0,0.00011445798743985557
1244,Smarty__2016__2,145.0,0.0,1515.0,254.0,0.0,Smarty,2016,2,0.0004175197026107939,0.0,0.0011086563743350807,0.0002489224792678935,0.000443774639053442
1245,PostScript__2016__2,141.0,236.0,1397.0,127.0,0.0,PostScript,2016,2,0.00040600191771118576,0.000727416193024202,0.0010223055808225132,0.00012446123963394675,0.000570046232797962
1246,ASP__2016__2,134.0,0.0,1336.0,0.0,0.0,ASP,2016,2,0.0003858457941368716,0.0,0.0009776666112948302,0.0,0.00034087810135792544
1247,Nimrod__2016__2,132.0,0.0,0.0,412.0,0.0,Nimrod,2016,2,0.00038008690168706753,0.0,0.0,0.00040376402148965406,0.0001959627307941804
1248,LiveScript__2016__2,130.0,0.0,0.0,407.0,0.0,LiveScript,2016,2,0.0003743280092372635,0.0,0.0,0.00039886397268516793,0.00019329799548060787
1249,Game Maker Language__2016__2,128.0,0.0,0.0,0.0,0.0,Game Maker Language,2016,2,0.00036856911678745944,0.0,0.0,0.0,9.214227919686486e-05
1250,VHDL__2016__2,119.0,0.0,1877.0,900.0,0.0,VHDL,2016,2,0.0003426541007633412,0.0,0.0013735630459583803,0.0008820087848074966,0.0006495564828823046
1251,Mathematica__2016__2,117.0,0.0,2313.0,100.0,0.0,Mathematica,2016,2,0.00033689520831353713,0.0,0.0016926219101234597,9.800097608972185e-05,0.0005318795236316798
1252,Hack__2016__2,115.0,0.0,0.0,119.0,0.0,Hack,2016,2,0.0003311363158637331,0.0,0.0,0.00011662116154676901,0.00011193936935262552
1253,LabVIEW__2016__2,115.0,0.0,0.0,0.0,0.0,LabVIEW,2016,2,0.0003311363158637331,0.0,0.0,0.0,8.278407896593328e-05
1254,UnrealScript__2016__2,104.0,0.0,0.0,0.0,0.0,UnrealScript,2016,2,0.0002994624073898108,0.0,0.0,0.0,7.48656018474527e-05
1255,Inno Setup__2016__2,101.0,0.0,0.0,0.0,0.0,Inno Setup,2016,2,0.0002908240687151047,0.0,0.0,0.0,7.270601717877617e-05
1256,JavaScript__2016__3,332022.0,306393.0,1185183.0,1012063.0,0.0,JavaScript,2016,3,1.0,1.0,1.0,1.0,1.0
1257,Python__2016__3,172407.0,198247.0,766325.0,336519.0,0.0,Python,2016,3,0.5192637837251748,0.6470350171185373,0.6465879108964607,0.3325079565204933,0.5363486670651665
1258,Java__2016__3,157255.0,134356.0,642064.0,394172.0,0.0,Java,2016,3,0.4736282535494636,0.4385087126664121,0.5417424988377322,0.3894737778181793,0.4608383107179468
1259,PHP__2016__3,94768.0,98293.0,433545.0,131857.0,0.0,PHP,2016,3,0.2854268693038413,0.3208069374953083,0.3658042682016195,0.13028536761051437,0.2755808606528209
1260,C++__2016__3,72084.0,72467.0,377221.0,145704.0,0.0,C++,2016,3,0.21710609537922185,0.23651650005058864,0.3182808055802353,0.14396732219239317,0.22896768080060975
1261,C#__2016__3,70834.0,42667.0,223860.0,73984.0,0.0,C#,2016,3,0.2133412846136702,0.1392557923973459,0.18888222325159912,0.07310216854089123,0.1536453672008766
1262,Go__2016__3,56845.0,73099.0,210639.0,202609.0,0.0,Go,2016,3,0.17120853437422823,0.23857921036055002,0.17772698393412664,0.20019405906549295,0.19692719693359945
1263,Ruby__2016__3,54611.0,95021.0,234247.0,114347.0,0.0,Ruby,2016,3,0.16448006457403425,0.3101278423462677,0.19764627066031154,0.11298407312588248,0.19630956267662397
1264,C__2016__3,46995.0,36158.0,227578.0,125370.0,0.0,C,2016,3,0.14154182554168096,0.11801183447402519,0.19201929153556876,0.12387568758071385,0.14386215978299718
1265,HTML__2016__3,42362.0,49396.0,426115.0,89387.0,0.0,HTML,2016,3,0.12758793092024023,0.16121778239058987,0.3595351941430142,0.0883215768188344,0.1841656210681697
1266,TypeScript__2016__3,41353.0,48841.0,142309.0,48455.0,0.0,TypeScript,2016,3,0.12454897567028692,0.15940638330510162,0.12007344013540525,0.04787745426915123,0.11297656334498626
1267,Shell__2016__3,25591.0,29789.0,173063.0,73601.0,0.0,Shell,2016,3,0.07707621784098644,0.09722480604974656,0.14602217547838603,0.07272373360156432,0.09826173324267083
1268,CSS__2016__3,24324.0,23894.0,280500.0,75036.0,0.0,CSS,2016,3,0.07326020564902326,0.07798481035793899,0.2366723113645741,0.07414162952306329,0.11551473922364991
1269,Objective-C__2016__3,20975.0,11783.0,62932.0,158695.0,0.0,Objective-C,2016,3,0.0631735246459572,0.03845714490866306,0.053098972901231285,0.15680347962528024,0.07788328052028295
1270,Swift__2016__3,19967.0,22284.0,88193.0,143701.0,0.0,Swift,2016,3,0.06013758124461632,0.07273012111895506,0.07441298094893363,0.14198819638698382,0.08731721992487221
1271,CoffeeScript__2016__3,12267.0,5753.0,22495.0,25152.0,0.0,CoffeeScript,2016,3,0.03694634692881797,0.01877653862849347,0.018980191244727607,0.024852207817102297,0.024888821154785336
1272,Scala__2016__3,11679.0,22427.0,66508.0,21624.0,0.0,Scala,2016,3,0.03517537994470246,0.0731968419644052,0.05611622846429623,0.021366258819856074,0.046463677298314986
1273,Rust__2016__3,9673.0,9737.0,40220.0,25223.0,0.0,Rust,2016,3,0.029133611628145123,0.03177944665837666,0.033935687568923956,0.024922361552591095,0.02994277685200921
1274,Haskell__2016__3,7490.0,3987.0,28059.0,12839.0,0.0,Haskell,2016,3,0.022558746107185668,0.013012699376291233,0.02367482490045841,0.012685969154094163,0.01798305988450737
1275,Lua__2016__3,7303.0,5127.0,41228.0,19393.0,0.0,Lua,2016,3,0.021995530416659137,0.01673341101134817,0.034786189137036225,0.019161850596257347,0.023169245290325217
1276,Kotlin__2016__3,4502.0,6325.0,24867.0,5520.0,0.0,Kotlin,2016,3,0.013559342453210933,0.02064342201029397,0.020981569934769566,0.00545420591405871,0.015159635078083293
1277,Jupyter Notebook__2016__3,4333.0,6473.0,45903.0,14416.0,0.0,Jupyter Notebook,2016,3,0.013050340037708344,0.021126461766424166,0.03873072765977912,0.014244172546570717,0.021787925502620587
1278,Clojure__2016__3,4095.0,4765.0,23152.0,10574.0,0.0,Clojure,2016,3,0.012333520067947305,0.015551921878110792,0.01953453601680078,0.010447966183923333,0.014466986036695552
1279,Perl__2016__3,4042.0,3873.0,26384.0,7290.0,0.0,Perl,2016,3,0.012173892091487913,0.01264062821278554,0.022261541044716303,0.007203108897371013,0.013569792561590192
1280,Julia__2016__3,3840.0,2335.0,12029.0,2411.0,0.0,Julia,2016,3,0.011565498671774761,0.00762093128759469,0.01014948746311751,0.002382262764274556,0.007929545046690379
1281,Groovy__2016__3,3585.0,4132.0,16002.0,5668.0,0.0,Groovy,2016,3,0.01079747727560222,0.013485947786013388,0.013501712393782226,0.005600441869725501,0.010846394831280835
1282,Elixir__2016__3,3211.0,3929.0,12335.0,10676.0,0.0,Elixir,2016,3,0.009671045894549157,0.012823400012402373,0.010407675439151592,0.010548750423639635,0.01086271794243569
1283,R__2016__3,2964.0,2155.0,24555.0,3101.0,0.0,R,2016,3,0.008927119287276145,0.007033450503112017,0.020718319449401484,0.003064038503531895,0.009935731935830385
1284,OCaml__2016__3,2794.0,2142.0,8298.0,4807.0,0.0,OCaml,2016,3,0.008415105023161116,0.006991021335343823,0.007001450408924192,0.0047497043168261265,0.006789320271063815
1285,Emacs Lisp__2016__3,2559.0,1521.0,12745.0,5361.0,0.0,Emacs Lisp,2016,3,0.0077073205992374,0.004964212628878597,0.010753613576975032,0.005297101069795062,0.007180561968721523
1286,PowerShell__2016__3,2538.0,3121.0,15313.0,5775.0,0.0,PowerShell,2016,3,0.0076440717783761315,0.010186264046502368,0.01292036757192771,0.005706166513349466,0.009114217477538919
1287,Erlang__2016__3,2217.0,2710.0,12231.0,5296.0,0.0,Erlang,2016,3,0.00667726837378246,0.008844849588600262,0.01031992527736223,0.005232875818995458,0.007768729764685102
1288,DM__2016__3,2032.0,3823.0,5258.0,0.0,0.0,DM,2016,3,0.006120076380480811,0.012477439105984797,0.004436445679696722,0.0,0.005758490291540583
1289,VimL__2016__3,2002.0,0.0,2521.0,14418.0,0.0,VimL,2016,3,0.006029720922107571,0.0,0.0021270976718363323,0.014246148708133783,0.005600741825519421
1290,Makefile__2016__3,1900.0,2809.0,11657.0,3393.0,0.0,Makefile,2016,3,0.005722512363638554,0.009167964020065733,0.009835611884409411,0.003352558091739348,0.007019661589963261
1291,Matlab__2016__3,1583.0,542.0,9411.0,2498.0,0.0,Matlab,2016,3,0.004767756353494648,0.0017689699177200523,0.007940545890381486,0.0024682257922678725,0.004236374488466015
1292,TeX__2016__3,1480.0,1188.0,15635.0,3035.0,0.0,TeX,2016,3,0.0044575359464131895,0.0038773731775856497,0.013192055572852463,0.002998825171950758,0.006131447467200515
1293,F#__2016__3,1443.0,1360.0,6690.0,1678.0,0.0,F#,2016,3,0.00434609754775286,0.0044387437049802055,0.005644697907411767,0.001657999551411325,0.00402188467788904
1294,PLpgSQL__2016__3,1205.0,432.0,3542.0,536.0,0.0,PLpgSQL,2016,3,0.00362927757799182,0.001409953882758418,0.002988568010172269,0.000529611298901353,0.002139352692455965
1295,Dart__2016__3,1085.0,2171.0,6873.0,1380.0,0.0,Dart,2016,3,0.0032678557444988585,0.007085671017288254,0.005799104442098815,0.0013635514785146775,0.004379045670600152
1296,Visual Basic__2016__3,1056.0,2023.0,6079.0,570.0,0.0,Visual Basic,2016,3,0.0031805121347380596,0.0066026312611580555,0.005129165706899272,0.0005632060454734537,0.0038688787870672105
1297,Pascal__2016__3,1015.0,324.0,4582.0,1753.0,0.0,Pascal,2016,3,0.003057026341627964,0.0010574654120688136,0.003866069628065877,0.0017321056100262533,0.002428166747947227
1298,Haxe__2016__3,948.0,793.0,2663.0,1270.0,0.0,Haxe,2016,3,0.002855232484594394,0.0025881792338597813,0.0022469103927410367,0.0012548625925461162,0.002236296175935332
1299,Vala__2016__3,933.0,201.0,1433.0,1053.0,0.0,Vala,2016,3,0.0028100547554077743,0.0006560202093389862,0.0012090959792707117,0.0010404490629535908,0.0014289050017427657
1300,Vue__2016__3,932.0,1200.0,6794.0,6450.0,0.0,Vue,2016,3,0.002807042906795333,0.003916538563217828,0.005732448069201128,0.006373121040883819,0.004707287645024527
1301,Elm__2016__3,893.0,597.0,4258.0,2711.0,0.0,Elm,2016,3,0.0026895808109101203,0.0019484779352008695,0.0035926941240297912,0.0026786869987342685,0.002727359967218762
1302,QML__2016__3,875.0,355.0,3053.0,696.0,0.0,QML,2016,3,0.002635367535886176,0.001158642658285274,0.00257597349945114,0.000687704223946533,0.0017644219793922808
1303,SourcePawn__2016__3,826.0,215.0,1716.0,147.0,0.0,SourcePawn,2016,3,0.0024877869538765503,0.0007017131592431942,0.0014478776695244532,0.00014524787488525912,0.0011956564143823642
1304,PLSQL__2016__3,804.0,165.0,1549.0,371.0,0.0,PLSQL,2016,3,0.002421526284402841,0.0005385240524424514,0.0013069711597280757,0.0003665779699485111,0.0011583998666304697
1305,Protocol Buffer__2016__3,758.0,329.0,0.0,2663.0,0.0,Protocol Buffer,2016,3,0.002282981248230539,0.0010737843227488879,0.0,0.0026312591212207144,0.0014970061730500352
1306,PureScript__2016__3,711.0,421.0,1571.0,1297.0,0.0,PureScript,2016,3,0.002141424363445796,0.0013740522792622548,0.0013255336939527482,0.0012815407736474903,0.0015306377775770722
1307,Objective-C++__2016__3,706.0,733.0,1788.0,2449.0,0.0,Objective-C++,2016,3,0.0021263651203835892,0.00239235230569889,0.0015086277815324722,0.0024198098339727864,0.0021117887603969345
1308,Groff__2016__3,679.0,0.0,0.0,281.0,0.0,Groff,2016,3,0.0020450452078476728,0.0,0.0,0.0002776506996105974,0.0005806739768645675
1309,XSLT__2016__3,622.0,457.0,2640.0,1298.0,0.0,XSLT,2016,3,0.001873369836938516,0.0014915484361587895,0.002227504106960697,0.0012825288544290228,0.0017187378086217565
1310,Perl6__2016__3,621.0,0.0,0.0,160.0,0.0,Perl6,2016,3,0.0018703579883260749,0.0,0.0,0.00015809292504518,0.0005071127283428137
1311,SQF__2016__3,590.0,350.0,2527.0,138.0,0.0,SQF,2016,3,0.0017769906813403932,0.0011423237476052,0.002132160181170334,0.00013635514785146775,0.0012969574394918486
1312,Ceylon__2016__3,578.0,0.0,1081.0,0.0,0.0,Ceylon,2016,3,0.001740848497991097,0.0,0.0009120954316759522,0.0,0.0006632359824167623
1313,Puppet__2016__3,558.0,2184.0,7015.0,440.0,0.0,Puppet,2016,3,0.00168061152574227,0.007128100185056447,0.00591891716300352,0.000434755543874245,0.0037905961044191203
1314,Web Ontology Language__2016__3,538.0,0.0,0.0,157.0,0.0,Web Ontology Language,2016,3,0.0016203745534934433,0.0,0.0,0.00015512868270058287,0.00044387580904850656
1315,Common Lisp__2016__3,503.0,301.0,3120.0,1569.0,0.0,Common Lisp,2016,3,0.0015149598520579962,0.000982398422940472,0.002632504853680824,0.0015502987462242964,0.001670040468725897
1316,D__2016__3,488.0,323.0,2596.0,618.0,0.0,D,2016,3,0.001469782122871376,0.0010542016299327987,0.002190379038511352,0.0006106339229870078,0.0013312491785756335
1317,Arduino__2016__3,487.0,263.0,5119.0,1243.0,0.0,Arduino,2016,3,0.0014667702742589346,0.0008583747017719074,0.004319164213459018,0.001228184411444742,0.0019681234002336505
1318,FORTRAN__2016__3,445.0,0.0,1303.0,520.0,0.0,FORTRAN,2016,3,0.0013402726325363983,0.0,0.0010994082770340108,0.0005138020063968349,0.0007383707289918111
1319,Apex__2016__3,442.0,290.0,1504.0,187.0,0.0,Apex,2016,3,0.0013312370866990742,0.0009464968194443084,0.001269002339723064,0.0001847711061465541,0.0009328768380032501
1320,Nginx__2016__3,433.0,217.0,0.0,924.0,0.0,Nginx,2016,3,0.0013041304491871021,0.0007082407235152239,0.0,0.0009129866421359145,0.0007313394537095602
1321,ActionScript__2016__3,389.0,0.0,1103.0,873.0,0.0,ActionScript,2016,3,0.001171609110239683,0.0,0.0009306579659006247,0.0008625945222777633,0.0007412153996045178
1322,Smalltalk__2016__3,383.0,304.0,2504.0,199.0,0.0,Smalltalk,2016,3,0.0011535380185650349,0.0009921897693485164,0.0021127538953899946,0.00019662807552494262,0.001113777439707122
1323,Crystal__2016__3,371.0,411.0,2011.0,1366.0,0.0,Crystal,2016,3,0.0011173958352157388,0.0013414144579021062,0.0016967843784461978,0.0013497183475732243,0.0013763282547843167
1324,Scheme__2016__3,368.0,0.0,3506.0,1463.0,0.0,Scheme,2016,3,0.0011083602893784148,0.0,0.0029581929541682593,0.0014455621833818647,0.0013780288567321346
1325,CMake__2016__3,368.0,621.0,3596.0,918.0,0.0,CMake,2016,3,0.0011083602893784148,0.002026808706465226,0.003034130594178283,0.0009070581574467202,0.0017690894368671609
1326,Assembly__2016__3,364.0,0.0,4501.0,1775.0,0.0,Assembly,2016,3,0.0010963128949286493,0.0,0.0037977257520568552,0.0017538433872199654,0.0016619705085513677
1327,Standard ML__2016__3,359.0,0.0,0.0,264.0,0.0,Standard ML,2016,3,0.0010812536518664427,0.0,0.0,0.000260853326324547,0.0003355267445477474
1328,Batchfile__2016__3,335.0,313.0,3395.0,1141.0,0.0,Batchfile,2016,3,0.0010089692851678502,0.00102156380857265,0.00286453653148923,0.0011274001717284398,0.0015056174492395426
1329,OpenEdge ABL__2016__3,289.0,0.0,0.0,100.0,0.0,OpenEdge ABL,2016,3,0.0008704242489955485,0.0,0.0,9.88080781532375e-05,0.0002423080817871965
1330,KiCad__2016__3,283.0,0.0,1229.0,587.0,0.0,KiCad,2016,3,0.0008523531573209004,0.0,0.001036970661914658,0.0005800034187595041,0.0006173318094987656
1331,AutoHotkey__2016__3,276.0,0.0,0.0,549.0,0.0,AutoHotkey,2016,3,0.000831270217033811,0.0,0.0,0.0005424563490612739,0.0003434316415237712
1332,Racket__2016__3,270.0,165.0,0.0,216.0,0.0,Racket,2016,3,0.000813199125359163,0.0005385240524424514,0.0,0.00021342544881099298,0.00039128715665315186
1333,1C Enterprise__2016__3,270.0,0.0,0.0,207.0,0.0,1C Enterprise,2016,3,0.000813199125359163,0.0,0.0,0.00020453272177720162,0.00025443296178409114
1334,Cuda__2016__3,263.0,0.0,0.0,703.0,0.0,Cuda,2016,3,0.0007921161850720735,0.0,0.0,0.0006946207894172596,0.0003716842436223333
1335,GDScript__2016__3,254.0,0.0,1255.0,222.0,0.0,GDScript,2016,3,0.0007650095475601014,0.0,0.0010589082023619981,0.00021935393350018724,0.0005108179208555717
1336,Tcl__2016__3,237.0,419.0,1946.0,168.0,0.0,Tcl,2016,3,0.0007138081211485986,0.001367524714990225,0.0016419405273278473,0.000165997571297439,0.0009723177336910274
1337,Processing__2016__3,235.0,0.0,1163.0,318.0,0.0,Processing,2016,3,0.0007077844239237159,0.0,0.0009812830592406405,0.00031420968852729526,0.0005008192929229129
1338,HCL__2016__3,233.0,432.0,1802.0,496.0,0.0,HCL,2016,3,0.0007017607266988332,0.001409953882758418,0.0015204403033118093,0.000490088067640058,0.0010305607451022796
